         415831 function calls (410937 primitive calls) in 33.015 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:965(add_hash)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/imageio/plugins/pillow.py:1(<module>)
       56    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1613(copy_with)
        7    0.001    0.000    0.002    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:1282(_close_pipe_fds)
      102    0.002    0.000    0.002    0.000 {built-in method _warnings.warn}
       61    0.000    0.000    0.002    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:509(_compile_info)
      100    0.001    0.000    0.002    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:242(__set_name__)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/yarl/_quoting.py:1(<module>)
      153    0.001    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/worker.py:525(current_session_and_job)
      252    0.001    0.000    0.002    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:313(_remove_dups_flatten)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/_typing.py:1(<module>)
       28    0.000    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1631(_make_hash)
      822    0.001    0.000    0.002    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_ws.py:1(<module>)
      102    0.001    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:397(_getencoder)
        1    0.000    0.000    0.002    0.002 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/glob.py:13(glob)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/context_managers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/payload.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/glob.py:60(_iglob)
      204    0.001    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:411(chunk_IHDR)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/arrow_serialization.py:1(<module>)
      119    0.001    0.000    0.002    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/cloudpickle/cloudpickle.py:279(_lookup_module_and_qualname)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/std.py:953(__init__)
      156    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        1    0.000    0.000    0.002    0.002 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/multipart.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/glob.py:105(_glob1)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_response.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {built-in method _socket.gethostbyname}
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_protocol.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_call.py:1(<module>)
      163    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:365(__setitem__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/services.py:468(get_node_to_connect_for_driver)
      452    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
      102    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:374(_getdecoder)
      102    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:1419(getexif)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/state.py:731(get_node_to_connect_for_driver)
      150    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1802(parse_runtime_env)
     3116    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:233(__next)
  550/164    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:174(getwidth)
      122    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        5    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:528(_init_fn)
      204    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:193(crc)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_base_call.py:1(<module>)
        1    0.001    0.001    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/usage/usage_lib.py:464(put_cluster_metadata)
  867/708    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1371(__hash__)
        2    0.001    0.001    0.001    0.001 {method 'get_node_table' of 'ray._raylet.GlobalStateAccessor' objects}
      164    0.001    0.000    0.001    0.000 <frozen posixpath>:71(join)
       28    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:537(<listcomp>)
        8    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:614(open_log)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:407(_init_temp)
        6    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:576(list2cmdline)
      150    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/util/placement_group.py:44(empty)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/openmetrics/exposition.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:588(_repr_fn)
     1011    0.001    0.000    0.001    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2874(__new__)
      134    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:292(_disassemble)
       71    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:2534(from_counting_attr)
       57    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/cloudpickle/cloudpickle_fast.py:537(_class_reduce)
     5970    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     9087    0.001    0.000    0.001    0.000 {built-in method unicodedata.east_asian_width}
      912    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.001    0.001 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/shutil.py:1452(which)
      225    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      122    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
      244    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
     10/8    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2428(_signature_from_callable)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_urldispatcher.py:434(DynamicResource)
     3018    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        7    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3278(signature)
        8    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:837(_get_log_file_name)
      548    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:594(_unpack_opargs)
        4    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/shutil.py:1447(_access_check)
      966    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/samples.py:1(<module>)
      972    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1093(__new__)
     2247    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1365(__eq__)
        5    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/parameter.py:281(update_if_absent)
        4    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2855(_make_nmtuple)
        7    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3024(from_callable)
        1    0.000    0.000    0.001    0.001 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/fnmatch.py:48(filter)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:1048(_write_node_ip_address)
      285    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:100(acquire)
      745    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:193(__get__)
      150    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:545(resources_from_ray_options)
       10    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:755(_make_inc_temp)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/state.py:762(next_job_id)
      160    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:1000(__getitem__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/state.py:185(next_job_id)
      156    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        2    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/usage/usage_lib.py:212(_put_extra_usage_tag)
      350    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      306    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:814(load)
      285    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
      100    0.000    0.000    0.001    0.000 {built-in method loads}
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/client.py:185(ClientSession)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/std.py:666(__new__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/typedefs.py:1(<module>)
        2    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/experimental/internal_kv.py:67(_internal_kv_put)
      175    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1656(<genexpr>)
     1533    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_log.py:16(AccessLogger)
      209    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/_distutils_hack/__init__.py:89(find_spec)
     2210    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        6    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/filelock/_api.py:256(__enter__)
      635    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
       51    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/video/io/ImageSequenceClip.py:105(find_image_index)
1474/1058    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
     1921    0.001    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:249(match)
       27    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/std.py:454(fp_write)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/resolver.py:1(<module>)
  287/234    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1669(__hash__)
        6    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/filelock/_api.py:162(acquire)
      130    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      254    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:299(_deduplicate)
       50    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/decorators.py:85(<listcomp>)
        3    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:945(start)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/base_protocol.py:1(<module>)
      656    0.001    0.000    0.001    0.000 <frozen os>:806(fsencode)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/abc.py:1(<module>)
     3299    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        7    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/_weakrefset.py:63(__iter__)
       56    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/utils.py:193(inner)
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
      341    0.000    0.000    0.001    0.000 <frozen posixpath>:140(basename)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_base_channel.py:1(<module>)
      690    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
        6    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/filelock/_unix.py:36(_acquire)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/streams.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp_cors/mixin.py:1(<module>)
      329    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1287(__getattr__)
        5    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:1202(dataclass)
      101    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:94(closegroup)
        6    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1125(try_to_create_directory)
      510    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BufferedReader' objects}
       71    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:94(attrib)
        8    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2333(_signature_from_function)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:1817(_record_stats)
       19    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:482(__prepare__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/_monitor.py:30(__init__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_response.py:76(StreamResponse)
      100    0.001    0.000    0.001    0.000 {ray._raylet.split_buffer}
        8    0.000    0.000    0.001    0.000 <frozen os>:200(makedirs)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/values.py:1(<module>)
      100    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/msgpack/ext.py:9(__new__)
        5    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:217(ClientRequest)
      366    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       34    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/tqdm/std.py:102(acquire)
      408    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:142(_crc32)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/client_exceptions.py:1(<module>)
       76    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      204    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/imageio/plugins/pillow.py:456(_flush_writer)
       17    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1804(__class_getitem__)
     1515    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
       40    0.000    0.000    0.001    0.000 <frozen _collections_abc>:778(__contains__)
        6    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:618(findlabels)
        3    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:611(wait)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:1763(destroy_external_storage)
      204    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:346(__init__)
      154    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/worker.py:2063(is_initialized)
      122    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:1516(__and__)
       50    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/tools.py:69(cvsecs)
       71    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copy.py:259(_reconstruct)
      204    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:3168(_decompression_bomb_check)
     4551    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      436    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.001    0.000 <frozen importlib.util>:73(find_spec)
       14    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:636(Final)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/usage/usage_lib.py:190(record_extra_usage_tag)
      102    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:630(suffix)
      123    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/cloudpickle/cloudpickle.py:181(_is_registered_pickle_by_value)
        1    0.001    0.001    0.001    0.001 {method 'get_node_to_connect_for_driver' of 'ray._raylet.GlobalStateAccessor' objects}
        3    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:295(wait)
      787    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1664(__eq__)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/multipart.py:710(MultipartWriter)
      330    0.000    0.000    0.001    0.000 <frozen _collections_abc>:835(__iter__)
      408    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
      944    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
       51    0.001    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/video/io/ImageSequenceClip.py:106(<listcomp>)
      150    0.001    0.000    0.001    0.000 {built-in method nil}
      758    0.000    0.000    0.001    0.000 <frozen os>:760(decode)
      385    0.000    0.000    0.001    0.000 <frozen os>:697(__iter__)
        3    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/signature.py:57(extract_signature)
      122    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
       56    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1851(__init_subclass__)
       66    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/decorator.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/opencensus/__init__.py:1(<module>)
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:920(find_spec)
       44    0.000    0.000    0.001    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dataclasses.py:723(_get_field)
       71    0.000    0.000    0.001    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:2543(<dictcomp>)
      644    0.000    0.000    0.001    0.000 <frozen posixpath>:41(_get_sep)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/async_timeout/__init__.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
      944    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        3    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/signature.py:17(get_signature)
      117    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:287(helper)
        6    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:274(load)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pkgutil.py:506(extend_path)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1479(info)
     1638    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/glob.py:175(_listdir)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/usage/usage_lib.py:267(put_pre_init_usage_stats)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/http/server.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/GifImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/thirdparty_files/psutil/__init__.py:1371(pids)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
