         292146 function calls (287096 primitive calls) in 16.003 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 {built-in method loads}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:412(realpath)
        6    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:460(__init__)
       72    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_server.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:546(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp_cors/mixin.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/util/placement_group.py:44(empty)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_ws.py:53(WebSocketResponse)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1772(_make_order)
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:1036(open)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/metrics_core.py:226(HistogramMetricFamily)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/abc.py:60(AbstractMatchInfo)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_server.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:1233(poll)
      753    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      218    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/__init__.py:397(get_provider)
       28    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1653(<genexpr>)
     1740    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/urllib/parse.py:452(urlsplit)
       27    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      204    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      912    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1802(parse_runtime_env)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:421(_joinrealpath)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/__init__.py:678(find)
       36    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/log.py:1(<module>)
      190    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/tracing.py:48(TraceConfig)
    48/31    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       32    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/video/VideoClip.py:77(__init__)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:299(loads)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2857(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1740(get_runtime_env_info)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/__init__.py:3195(__contains__)
      169    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/openmetrics/exposition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_urldispatcher.py:237(UrlMappingMatchInfo)
    82/64    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
      138    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:826(__setattr__)
       14    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/PngImagePlugin.py:954(load_end)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/services.py:180(serialize_config)
      195    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:745(__delattr__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/node.py:1774(validate_external_storage)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
        3    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:630(get_system_memory)
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1660(append_hash_computation_lines)
    48/31    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_base_channel.py:30(UnaryUnaryMultiCallable)
      538    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:2150(debug)
      110    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1621(_generate_unique_filename)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/multipart.py:524(MultipartReader)
       66    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:224(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:3232(__str__)
      254    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/thirdparty_files/psutil/_common.py:343(__init__)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:868(__new__)
      100    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:414(_iterencode)
       14    0.000    0.000    0.000    0.000 <decorator-gen-63>:1(set_mask)
      735    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/thirdparty_files/psutil/_psosx.py:364(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
       14    0.000    0.000    0.000    0.000 <decorator-gen-18>:1(set_end)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/http/server.py:146(BaseHTTPRequestHandler)
      163    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:79(_is_private)
       42    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/numpy/core/numeric.py:1851(_frombuffer)
      645    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/specifiers.py:874(contains)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_metadata.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:287(helper)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_server.py:15(Server)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/gunicorn/reloader.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:504(_from_parts)
      177    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/__init__.py:233(StatusCode)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1447(__init__)
       14    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:397(_getencoder)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_urldispatcher.py:834(MaskDomain)
       14    0.000    0.000    0.000    0.000 {ray._raylet.split_buffer}
        3    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/experimental/internal_kv.py:20(_initialize_internal_kv)
       24    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1672(__repr__)
      182    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/shutil.py:1452(which)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/msgpack/ext.py:9(__new__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/abc.py:141(AbstractCookieJar)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/subprocess.py:1966(_internal_poll)
       30    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2686(__init__)
      260    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:904(__hash__)
       11    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        4    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/thirdparty_files/psutil/__init__.py:1920(virtual_memory)
        8    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/socket.py:220(__init__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/http_websocket.py:255(WebSocketReader)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2773(__str__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_base_server.py:140(ServicerContext)
       57    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:931(_check_for_existing_members_)
      182    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:48(_is_dunder)
       49    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/collections/__init__.py:1000(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1595(makeRecord)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/gunicorn/http/errors.py:1(<module>)
       53    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/extern/__init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_server.py:36(Server)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_urldispatcher.py:333(Resource)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_protocol.py:96(RequestHandler)
        9    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/decoder.py:332(decode)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
        3    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/registry.py:37(register)
       56    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/moviepy/tools.py:60(is_string)
       14    0.000    0.000    0.000    0.000 {ray._raylet.unpack_pickle5_buffers}
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/version.py:184(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:942(format)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/helpers.py:465(reify)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:484(_parse_args)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/gc_collector.py:1(<module>)
       99    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:369(_escape)
      640    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       31    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1529(__mro_entries__)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1953(basicConfig)
      608    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp_cors/abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/platform_collector.py:11(__init__)
       45    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/cloudpickle/cloudpickle.py:181(_is_registered_pickle_by_value)
       90    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/metrics.py:73(MetricWrapperBase)
        5    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/yarl/_url.py:166(__new__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp_cors/resource_options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/metrics_core.py:288(GaugeHistogramMetricFamily)
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:856(__init__)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/filelock/_api.py:265(__exit__)
       38    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:770(__getattr__)
      199    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:277(_check_generic)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1110(try_make_directory_shared)
       40    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:258(getwhile)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:545(resources_from_ray_options)
       30    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/http_exceptions.py:88(InvalidHeader)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:996(add_match_args)
       12    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/filelock/_api.py:238(release)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:292(__init__)
       36    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:386(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_channel.py:313(Channel)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/async_timeout/__init__.py:72(_State)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/gunicorn/workers/workertmp.py:1(<module>)
      340    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:79(groups)
       11    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1441(formatannotation)
        6    0.000    0.000    0.000    0.000 {built-in method posix.chmod}
      678    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/dis.py:183(_deoptop)
      217    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        4    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/thirdparty_files/psutil/_psosx.py:111(virtual_memory)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:2946(__new__)
        6    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_parser.py:88(_parse_requirement_details)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/job_config.py:195(_runtime_env_has_working_dir)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/utils.py:1138(try_to_symlink)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1378(_fixupParents)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/web_response.py:574(Response)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/process_collector.py:19(__init__)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1198(attrs)
      169    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copyreg.py:104(__newobj__)
      211    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:674(format)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/payload_streamer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_base_channel.py:182(Channel)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:35(update_wrapper)
       28    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:498(<setcomp>)
      255    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/ray_logging.py:22(setup_logger)
  271/267    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:56(parse_parts)
      163    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/multidict/_abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_metadata.py:23(Metadata)
       26    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/core/generated/usage_pb2.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/metrics.py:507(Histogram)
      136    0.000    0.000    0.000    0.000 {built-in method fromkeys}
     1091    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       42    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pickle.py:322(_getattribute)
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/grpc/aio/_interceptor.py:498(_InterceptedStreamRequestMixin)
        6    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:1245(is_dir)
        7    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/aiohttp/http_websocket.py:51(WSMsgType)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
       12    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/services.py:911(_get_stream_name)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/process_collector.py:16(ProcessCollector)
      588    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/glob.py:229(_ishidden)
        3    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/registry.py:57(_get_names)
       14    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/PIL/Image.py:374(_getdecoder)
        7    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:1008(stat)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/ray/_private/services.py:1833(determine_plasma_store_config)
       78    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_tokenizer.py:113(check)
        1    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/prometheus_client/decorator.py:242(decorator)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python@3.11/3.11.6/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:1336(getfullargspec)
      142    0.000    0.000    0.000    0.000 /Users/armaan/venvs/rayenv/lib/python3.11/site-packages/attr/_make.py:1139(decide_callable_or_boolean)
